id_odsp,date,country,ht,at,league,price,available_seats
vTjUpdl3/,2023-09-30,spain,Granada,Athletic Bilbao,SP1,85,19908
ERYayqH6/,2023-10-04,spain,Malaga,Osasuna,SP1,103,11247
fFeMWWur/,2023-10-04,france,Bastia,Lorient,F1,59,23110
p6eHq79Q/,2023-10-04,spain,Villarreal,Granada,SP1,37,12237
Q58yr6zt/,2023-10-04,germany,Hannover 96,Hertha Berlin,D1,106,28911
4d7usQkn/,2023-10-05,germany,VfL Wolfsburg,TSV Eintracht Braunschweig,D1,97,18181
4tFpF32Q/,2023-10-05,italy,Chievo Verona,Atalanta,I1,73,10544
6k1CANAs/,2023-10-05,italy,Internazionale,AS Roma,I1,47,28572
CGTXlW1Q/,2023-10-05,france,Valenciennes,Stade de Reims,F1,62,7824
EXRVMM4U/,2023-10-05,germany,VfB Stuttgart,Werder Bremen,D1,49,17997
foAjBseC/,2023-10-05,england,Hull,Aston Villa,E0,64,27840
GfBnCNu6/,2023-10-05,england,Fulham,Stoke City,E0,75,6068
hIahvOZ4/,2023-10-05,germany,Mainz,TSG Hoffenheim,D1,111,31
hIwNOrzI/,2023-10-05,germany,Borussia Monchengladbach,Borussia Dortmund,D1,120,14443
j1uPjhXD/,2023-10-05,france,Nantes,Evian Thonon Gaillard,F1,71,23873
j7h8TOAt/,2023-10-05,england,Sunderland,Manchester Utd,E0,32,4113
l89fA1AI/,2023-10-05,england,Liverpool,Crystal Palace,E0,97,4933
ngSc9LPO/,2023-10-05,england,Manchester City,Everton,E0,96,13941
nNTaWzKi/,2023-10-05,england,Cardiff,Newcastle,E0,59,10792
OdGjb6OJ/,2023-10-05,spain,Rayo Vallecano,Real Sociedad,SP1,99,8801
OfmwTlu7/,2023-10-05,france,AS Monaco,St Etienne,F1,82,19657
r1w4z3WC/,2023-10-05,spain,Barcelona,Real Valladolid,SP1,49,27004
SSgUUAAf/,2023-10-05,france,Guingamp,Stade Rennes,F1,108,23731
tWcYTUP0/,2023-10-05,france,Lille,AC Ajaccio,F1,77,16970
txsmvoXm/,2023-10-05,spain,Elche,Espanyol,SP1,42,5731
UivTkCnK/,2023-10-05,france,Toulouse,Nice,F1,41,25115
vFZIPOKB/,2023-10-05,germany,Schalke 04,FC Augsburg,D1,62,5114
zsTRN2kO/,2023-10-05,germany,Bayer Leverkusen,Bayern Munich,D1,20,438
zyzdxP10/,2023-10-05,spain,Levante,Real Madrid,SP1,31,13027
0C0G9sQm/,2023-10-06,italy,Juventus,AC Milan,I1,88,26897
2onsS8fD/,2023-10-06,france,Montpellier,Lyon,F1,22,254
44cX5aPC/,2023-10-06,italy,Sampdoria,Torino,I1,103,23026
be0lu4Kb/,2023-10-06,germany,SC Freiburg,Eintracht Frankfurt,D1,48,7310
bXeGR2ug/,2023-10-06,england,West Brom,Arsenal,E0,100,24276
dvfP7Lf0/,2023-10-06,italy,Napoli,Livorno,I1,35,5170
EF4K81uf/,2023-10-06,italy,Lazio,Fiorentina,I1,84,13257
hCpiw5nf/,2023-10-06,spain,Atletico Madrid,Celta Vigo,SP1,114,26262
KtcCSrQn/,2023-10-06,england,Tottenham,West Ham,E0,106,2704
lb6tY42P/,2023-10-06,england,Norwich City,Chelsea,E0,77,22259
Mix8ZMoJ/,2023-10-06,spain,Sevilla,Almeria,SP1,85,24111
n9KapjAs/,2023-10-06,france,Marseille,Paris Saint-Germain,F1,112,15190
nFsquRHs/,2023-10-06,spain,Getafe,Real Betis,SP1,23,1734
nLdptp5h/,2023-10-06,germany,Nurnberg,Hamburg SV,D1,47,20561
OUcmGqmK/,2023-10-06,italy,Catania,Genoa,I1,21,27875
pvaqHPXD/,2023-10-06,italy,Bologna,Hellas Verona,I1,83,21371
redy5JvJ/,2023-10-06,italy,Udinese,Cagliari,I1,54,14827
SU0CpmfK/,2023-10-06,spain,Athletic Bilbao,Valencia,SP1,50,19688
tpT3VfZc/,2023-10-06,england,Southampton,Swansea,E0,20,28485
Y5fQVjel/,2023-10-06,france,Bordeaux,Sochaux,F1,97,1764
zVhT6uA6/,2023-10-06,italy,Parma,Sassuolo,I1,32,16518
ABBKuSOC/,2023-10-18,france,Nice,Marseille,F1,102,15379
IPCB6WFN/,2023-10-18,italy,AS Roma,Napoli,I1,52,23880
KWFYJglj/,2023-10-18,germany,TSG Hoffenheim,Bayer Leverkusen,D1,116,8242
QJg73VGJ/,2023-10-18,france,Stade de Reims,Toulouse,F1,70,12116
0bPZmM0C/,2023-10-19,spain,Osasuna,Barcelona,SP1,109,19735
0neXveQF/,2023-10-19,germany,Hertha Berlin,Borussia Monchengladbach,D1,33,28149
4AhB2kWP/,2023-10-19,france,Stade Rennes,Valenciennes,F1,26,20306
4M877C0H/,2023-10-19,italy,AC Milan,Udinese,I1,82,13326
6cTg6h9p/,2023-10-19,england,Manchester Utd,Southampton,E0,120,14026
AT6QAq8P/,2023-10-19,spain,Valencia,Real Sociedad,SP1,27,19384
biGuUe1i/,2023-10-19,england,Stoke City,West Brom,E0,97,18262
CfKqTFGc/,2023-10-19,england,West Ham,Manchester City,E0,35,2622
EsNNjOGg/,2023-10-19,spain,Espanyol,Atletico Madrid,SP1,60,16571
EVdPtHe3/,2023-10-19,germany,TSV Eintracht Braunschweig,Schalke 04,D1,112,6844
fmX7UEl4/,2023-10-19,england,Chelsea,Cardiff,E0,74,10254
GlCGt896/,2023-10-19,france,Montpellier,Lille,F1,43,27239
KMI7rUvf/,2023-10-19,france,Evian Thonon Gaillard,Guingamp,F1,72,14562
lpg1x24H/,2023-10-19,germany,Bayern Munich,Mainz,D1,42,4318
MedTuyB9/,2023-10-19,germany,Eintracht Frankfurt,Nurnberg,D1,71,29866
neLVl2o6/,2023-10-19,spain,Real Madrid,Malaga,SP1,73,17004
OEFOvnvJ/,2023-10-19,france,Paris Saint-Germain,Bastia,F1,87,27393
plSc5COj/,2023-10-19,england,Newcastle,Liverpool,E0,52,9015
Q9GUKZYq/,2023-10-19,germany,Werder Bremen,SC Freiburg,D1,60,28486
SCmXNKvI/,2023-10-19,england,Everton,Hull,E0,97,25755
tdoLQMfa/,2023-10-19,england,Arsenal,Norwich City,E0,79,23553
tKHnCznn/,2023-10-19,italy,Cagliari,Catania,I1,85,2257
tWJ3qAPm/,2023-10-19,france,AC Ajaccio,Nantes,F1,83,2102
W8bdwrkB/,2023-10-19,germany,Borussia Dortmund,Hannover 96,D1,49,6651
xCMCTY3A/,2023-10-19,england,Swansea,Sunderland,E0,71,24318
0fgtcTgm/,2023-10-20,france,Sochaux,AS Monaco,F1,65,508
0l2G5jVT/,2023-10-20,italy,Sassuolo,Bologna,I1,80,8893
2clr1Awo/,2023-10-20,italy,Torino,Internazionale,I1,24,28027
Aa938hoB/,2023-10-20,italy,Livorno,Sampdoria,I1,92,24229
EXFfAEGb/,2023-10-20,italy,Genoa,Chievo Verona,I1,66,13618
fakPPtA5/,2023-10-20,england,Aston Villa,Tottenham,E0,115,9669
fu7Mhpns/,2023-10-20,spain,Granada,Getafe,SP1,111,5268
M3fxb9vs/,2023-10-20,france,St Etienne,Lorient,F1,31,28884
MDDrn0VO/,2023-10-20,spain,Almeria,Rayo Vallecano,SP1,39,8338
rNEvmtGI/,2023-10-20,spain,Real Valladolid,Sevilla,SP1,107,14537
rZbqDGWu/,2023-10-20,italy,Atalanta,Lazio,I1,104,1077
W8Aa9YV4/,2023-10-20,italy,Hellas Verona,Parma,I1,66,29383
xbDCslf0/,2023-10-20,france,Lyon,Bordeaux,F1,61,16179
YV5Qi41m/,2023-10-20,spain,Real Betis,Elche,SP1,107,16470
YZJxJD3d/,2023-10-20,germany,FC Augsburg,VfL Wolfsburg,D1,35,25941
zsHjBf1h/,2023-10-20,italy,Fiorentina,Juventus,I1,22,155
zubLsctc/,2023-10-20,germany,Hamburg SV,VfB Stuttgart,D1,97,26180
hYLRkrWa/,2023-10-21,spain,Celta Vigo,Levante,SP1,23,22586
lMlTO0PB/,2023-10-21,england,Crystal Palace,Fulham,E0,25,25540
x0KfcQwQ/,2023-10-21,spain,Athletic Bilbao,Villarreal,SP1,120,10470
ALUGWWXe/,2023-10-25,germany,VfB Stuttgart,Nurnberg,D1,102,20251
UidPbwFU/,2023-10-25,spain,Rayo Vallecano,Real Valladolid,SP1,42,14850
v5SmG80P/,2023-10-25,france,Nantes,Lille,F1,102,9823
2FH2fzQ2/,2023-10-26,germany,VfL Wolfsburg,Werder Bremen,D1,36,18219
2qDdQD0G/,2023-10-26,england,Crystal Palace,Arsenal,E0,50,12987
4MUxNi04/,2023-10-26,italy,Internazionale,Hellas Verona,I1,42,11121
bihXJBwp/,2023-10-26,england,Southampton,Fulham,E0,45,6815
dEltwZfS/,2023-10-26,germany,Schalke 04,Borussia Dortmund,D1,107,26617
dM8KAnOn/,2023-10-26,france,Valenciennes,Evian Thonon Gaillard,F1,43,17859
EcJFBS8t/,2023-10-26,france,Toulouse,Stade Rennes,F1,38,22597
fJ9lSZV3/,2023-10-26,england,Aston Villa,Everton,E0,36,15582
G2LGShJG/,2023-10-26,england,Norwich City,Cardiff,E0,78,23847
hn104sog/,2023-10-26,spain,Elche,Granada,SP1,38,28863
hpzCXCIk/,2023-10-26,germany,Bayer Leverkusen,FC Augsburg,D1,101,17085
jqngfRw6/,2023-10-26,france,Guingamp,AC Ajaccio,F1,73,23639
js9LET7p/,2023-10-26,italy,Sampdoria,Atalanta,I1,92,28471
lCTKVjm2/,2023-10-26,germany,Hannover 96,TSG Hoffenheim,D1,72,7091
MRhH0apI/,2023-10-26,spain,Barcelona,Real Madrid,SP1,65,2274
nBu2h58I/,2023-10-26,france,Marseille,Stade de Reims,F1,97,20420
Ob15OiVS/,2023-10-26,england,Manchester Utd,Stoke City,E0,119,13529
Qaa82LF5/,2023-10-26,spain,Levante,Espanyol,SP1,45,14824
rBpxvFuM/,2023-10-26,germany,Bayern Munich,Hertha Berlin,D1,85,5523
rJrodm9g/,2023-10-26,france,Bastia,Nice,F1,44,6293
rPPAhEfF/,2023-10-26,germany,Mainz,TSV Eintracht Braunschweig,D1,79,17459
ryfD1uVB/,2023-10-26,spain,Malaga,Celta Vigo,SP1,81,7435
tzC0PXFM/,2023-10-26,england,Liverpool,West Brom,E0,28,2267
UZpcgogC/,2023-10-26,france,Lorient,Sochaux,F1,90,9630
00z6gfu9/,2023-10-27,germany,SC Freiburg,Hamburg SV,D1,56,14621
2HCPDmNj/,2023-10-27,italy,Udinese,AS Roma,I1,30,11275
8fyUODVi/,2023-10-27,italy,Catania,Sassuolo,I1,57,25289
bqUtMBFA/,2023-10-27,italy,Juventus,Genoa,I1,76,7925
Cxgh63Gt/,2023-10-27,spain,Villarreal,Valencia,SP1,64,29428
dMnke7Oa/,2023-10-27,france,Bordeaux,Montpellier,F1,65,18875
Egy8Yh3q/,2023-10-27,germany,Borussia Monchengladbach,Eintracht Frankfurt,D1,94,20422
fBNkKkpN/,2023-10-27,italy,Napoli,Torino,I1,65,20704
fFNVJMpt/,2023-10-27,spain,Real Sociedad,Almeria,SP1,42,7967
GlhLaJaO/,2023-10-27,spain,Sevilla,Osasuna,SP1,84,7403
hEiyJVhj/,2023-10-27,england,Sunderland,Newcastle,E0,57,23814
jJQYNXpb/,2023-10-27,italy,Chievo Verona,Fiorentina,I1,96,22973
n904310a/,2023-10-27,spain,Atletico Madrid,Real Betis,SP1,28,15656
Q1v6iPNO/,2023-10-27,france,AS Monaco,Lyon,F1,33,5042
rBlpBQmq/,2023-10-27,england,Swansea,West Ham,E0,65,1481
U3xQPgGo/,2023-10-27,italy,Bologna,Livorno,I1,69,21577
W4juIk8d/,2023-10-27,england,Tottenham,Hull,E0,24,13595
xzTpLVUG/,2023-10-27,italy,Lazio,Cagliari,I1,90,408
Y1MgJ9aT/,2023-10-27,italy,Parma,AC Milan,I1,85,2386
Y98hRgoA/,2023-10-27,england,Chelsea,Manchester City,E0,110,12789
zD7O96wg/,2023-10-27,france,St Etienne,Paris Saint-Germain,F1,84,25123
f1rc5NVn/,2023-10-28,spain,Getafe,Athletic Bilbao,SP1,114,781
4Mj8xXai/,2023-10-29,italy,Atalanta,Internazionale,I1,101,9247
ABDfEIEH/,2023-10-29,spain,Celta Vigo,Barcelona,SP1,97,1051
GlEjFbaB/,2023-10-29,spain,Espanyol,Malaga,SP1,72,7589
4CVSeAbj/,2023-10-30,spain,Osasuna,Rayo Vallecano,SP1,57,18054
CnfGzBU3/,2023-10-30,italy,Fiorentina,Napoli,I1,62,26848
d6IEJDjc/,2023-10-30,spain,Valencia,Almeria,SP1,42,618
jwgKZUqA/,2023-10-30,italy,Genoa,Parma,I1,86,8223
ll3aQQ6d/,2023-10-30,italy,Sassuolo,Udinese,I1,43,13512
n5nTX8EM/,2023-10-30,italy,Juventus,Catania,I1,110,8398
nyyOdjqp/,2023-10-30,spain,Real Madrid,Sevilla,SP1,55,27
r3UWfUDd/,2023-10-30,spain,Real Valladolid,Real Sociedad,SP1,27,1022
rDkCyiFc/,2023-10-30,italy,Cagliari,Bologna,I1,49,21937
ryYbSnxp/,2023-10-30,italy,AC Milan,Lazio,I1,105,7942
tSoXWSTS/,2023-10-30,italy,Livorno,Torino,I1,104,24767
Y1rPYlaG/,2023-10-30,italy,Hellas Verona,Sampdoria,I1,68,18740
2oAnGvp5/,2023-10-31,spain,Real Betis,Levante,SP1,78,22582
Ac4eR6ij/,2023-10-31,italy,AS Roma,Chievo Verona,I1,79,12425
KMKsHKUb/,2023-10-31,spain,Granada,Atletico Madrid,SP1,117,17243
tWLwI0Fh/,2023-10-31,spain,Athletic Bilbao,Elche,SP1,67,3958
Y5MZIt0n/,2023-10-31,spain,Villarreal,Getafe,SP1,44,12956
MFOEiY9L/,2023-11-01,germany,Borussia Dortmund,VfB Stuttgart,D1,47,8562
r3j2A9Dq/,2023-11-01,spain,Barcelona,Espanyol,SP1,59,13829
zTenPowt/,2023-11-01,france,Paris Saint-Germain,Lorient,F1,45,24664
0MBt6XOE/,2023-11-02,germany,Hertha Berlin,Schalke 04,D1,27,3500
4nCS8Qha/,2023-11-02,france,AC Ajaccio,Valenciennes,F1,24,15270
6qlboSrM/,2023-11-02,italy,AC Milan,Fiorentina,I1,102,21500
8MZNtZpc/,2023-11-02,england,Arsenal,Liverpool,E0,85,6571
8tffNP7h/,2023-11-02,france,Stade Rennes,Marseille,F1,56,8635
CxRDWlNk/,2023-11-02,england,West Brom,Crystal Palace,E0,59,17965
d6f69TSk/,2023-11-02,spain,Sevilla,Celta Vigo,SP1,56,17417
EJfjO5hn/,2023-11-02,france,Stade de Reims,Bastia,F1,35,2105
f1GIV8xd/,2023-11-02,england,West Ham,Aston Villa,E0,96,13124
fwxzvXUF/,2023-11-02,england,Hull,Sunderland,E0,28,21837
GhQrxBaS/,2023-11-02,england,Newcastle,Chelsea,E0,83,1389
hbFpnCXr/,2023-11-02,germany,Nurnberg,SC Freiburg,D1,62,17335
Ik0nGa12/,2023-11-02,spain,Almeria,Real Valladolid,SP1,98,26274
jHPUu66q/,2023-11-02,italy,Parma,Juventus,I1,95,5100
jTgA8mrd/,2023-11-02,spain,Rayo Vallecano,Real Madrid,SP1,26,12619
MqbbMqNb/,2023-11-02,france,Sochaux,St Etienne,F1,108,14443
MVCx7D98/,2023-11-02,germany,Eintracht Frankfurt,VfL Wolfsburg,D1,119,28887
Mw71rUW7/,2023-11-02,germany,TSV Eintracht Braunschweig,Bayer Leverkusen,D1,32,15517
pzm2pnbS/,2023-11-02,italy,Napoli,Catania,I1,83,28136
rm8cqAH1/,2023-11-02,germany,Hamburg SV,Borussia Monchengladbach,D1,52,1699
rwBW7p85/,2023-11-02,france,Evian Thonon Gaillard,Toulouse,F1,26,1369
tzYVvDF9/,2023-11-02,england,Fulham,Manchester Utd,E0,96,24174
UJhE77c2/,2023-11-02,spain,Real Sociedad,Osasuna,SP1,51,22739
v54u6OxI/,2023-11-02,france,Lyon,Guingamp,F1,72,4211
x2RvwipM/,2023-11-02,england,Manchester City,Norwich City,E0,92,20016
YoS9XU7q/,2023-11-02,england,Stoke City,Southampton,E0,65,26632
zN4koWnk/,2023-11-02,germany,TSG Hoffenheim,Bayern Munich,D1,47,25186
2iTYvQLk/,2023-11-03,italy,Sampdoria,Sassuolo,I1,89,29172
8tMIIX53/,2023-11-03,spain,Getafe,Valencia,SP1,93,21308
bJpjmlE9/,2023-11-03,italy,Lazio,Genoa,I1,37,9121
bVEVFVkM/,2023-11-03,spain,Levante,Granada,SP1,111,4132
CI2m427U/,2023-11-03,france,Nice,Bordeaux,F1,106,8864
dESxvpyd/,2023-11-03,italy,Torino,AS Roma,I1,110,20754
GfeolUb3/,2023-11-03,italy,Hellas Verona,Cagliari,I1,79,23454
jkTIjhPR/,2023-11-03,germany,Werder Bremen,Hannover 96,D1,108,26859
lQ8gpj2e/,2023-11-03,germany,FC Augsburg,Mainz,D1,73,3893
M1mlAp3k/,2023-11-03,england,Cardiff,Swansea,E0,77,26148
nDYRug03/,2023-11-03,england,Everton,Tottenham,E0,21,28025
Q10y74NB/,2023-11-03,france,Lille,AS Monaco,F1,37,18869
UeARGBzG/,2023-11-03,spain,Atletico Madrid,Athletic Bilbao,SP1,30,25439
xAqfn8TF/,2023-11-03,italy,Livorno,Atalanta,I1,108,24188
xMDZEk5S/,2023-11-03,spain,Malaga,Real Betis,SP1,92,21896
YR3q5rhO/,2023-11-03,france,Montpellier,Nantes,F1,76,29296
z5Rtw4j2/,2023-11-03,italy,Udinese,Internazionale,I1,79,17790
2iiskAqc/,2023-11-04,italy,Bologna,Chievo Verona,I1,41,15156
j5BNHiL9/,2023-11-04,spain,Elche,Villarreal,SP1,53,27718
j3zn4g87/,2023-11-08,spain,Osasuna,Almeria,SP1,39,12395
MgePc9Wf/,2023-11-08,germany,Hannover 96,TSV Eintracht Braunschweig,D1,42,25705
nVi3CH0R/,2023-11-08,spain,Granada,Malaga,SP1,59,342
U7Mn0g6d/,2023-11-08,france,AS Monaco,Evian Thonon Gaillard,F1,89,6156
0b78hWq9/,2023-11-09,england,Liverpool,Fulham,E0,105,5364
0pfTdTo1/,2023-11-09,germany,VfL Wolfsburg,Borussia Dortmund,D1,40,20952
462bDcoL/,2023-11-09,spain,Athletic Bilbao,Levante,SP1,37,1888
48m3L3x5/,2023-11-09,france,Bastia,Stade Rennes,F1,82,11183
4Qxg94Ie/,2023-11-09,england,Aston Villa,Cardiff,E0,83,7584
84KMUSi2/,2023-11-09,england,Chelsea,West Brom,E0,93,19248
8nFl4BgR/,2023-11-09,germany,Schalke 04,Werder Bremen,D1,93,27710
CYjBJs7H/,2023-11-09,france,Guingamp,Lille,F1,61,29288
d4sw6Fwe/,2023-11-09,spain,Celta Vigo,Rayo Vallecano,SP1,80,2628
dQ0HjAEL/,2023-11-09,england,Norwich City,West Ham,E0,38,390
dtajFJG8/,2023-11-09,spain,Getafe,Elche,SP1,62,22482
ETiHaV1r/,2023-11-09,germany,Borussia Monchengladbach,Nurnberg,D1,105,5614
fqBp5ivL/,2023-11-09,germany,Bayern Munich,FC Augsburg,D1,82,21950
hKjLbkHl/,2023-11-09,germany,Bayer Leverkusen,Hamburg SV,D1,89,19527
jm0LkUTR/,2023-11-09,england,Southampton,Hull,E0,95,9037
lbEv2Fyp/,2023-11-09,france,Lorient,Stade de Reims,F1,115,11178
M19YNdb3/,2023-11-09,france,Toulouse,AC Ajaccio,F1,71,19140
M784gCU2/,2023-11-09,england,Crystal Palace,Everton,E0,57,1636
pz9XaRcF/,2023-11-09,italy,Catania,Udinese,I1,55,20616
QiPDucC0/,2023-11-09,italy,Internazionale,Livorno,I1,50,25641
r9qYem17/,2023-11-09,germany,TSG Hoffenheim,Hertha Berlin,D1,21,23390
rBAUOxqc/,2023-11-09,france,Paris Saint-Germain,Nice,F1,115,3262
vTWs5Zh1/,2023-11-09,spain,Real Madrid,Real Sociedad,SP1,73,10097
vw4wNGD9/,2023-11-09,france,Valenciennes,Montpellier,F1,72,19621
0AHQxedJ/,2023-11-10,italy,AS Roma,Sassuolo,I1,21,23864
2Bed8OX1/,2023-11-10,england,Swansea,Stoke City,E0,85,19341
46OTSxo8/,2023-11-10,spain,Valencia,Real Valladolid,SP1,53,13683
4rOHvHR6/,2023-11-10,italy,Juventus,Napoli,I1,119,1283
84thp8ik/,2023-11-10,england,Tottenham,Newcastle,E0,92,27376
8nyKJjgE/,2023-11-10,germany,Mainz,Eintracht Frankfurt,D1,75,21651
CMAP1mT2/,2023-11-10,italy,Atalanta,Bologna,I1,117,7249
dCy1raSs/,2023-11-10,italy,Chievo Verona,AC Milan,I1,38,9576
fqmxe7GD/,2023-11-10,germany,SC Freiburg,VfB Stuttgart,D1,90,11872
IDrZ6eOl/,2023-11-10,spain,Espanyol,Sevilla,SP1,60,22269
IRP9twcf/,2023-11-10,italy,Genoa,Hellas Verona,I1,65,4984
IT2sMzTF/,2023-11-10,france,St Etienne,Lyon,F1,95,10092
IZ1DijaF/,2023-11-10,england,Manchester Utd,Arsenal,E0,111,299
j3bfEwWE/,2023-11-10,spain,Villarreal,Atletico Madrid,SP1,116,6703
jD9T07r9/,2023-11-10,italy,Cagliari,Torino,I1,111,15666
lvvV7y9r/,2023-11-10,spain,Real Betis,Barcelona,SP1,22,8332
n7DMwysD/,2023-11-10,italy,Parma,Lazio,I1,38,17786
Quimolxq/,2023-11-10,england,Sunderland,Manchester City,E0,43,13647
ran7KNiB/,2023-11-10,france,Bordeaux,Nantes,F1,34,19367
vyR5sJsl/,2023-11-10,italy,Fiorentina,Sampdoria,I1,112,10875
WM3q1Zjj/,2023-11-10,france,Marseille,Sochaux,F1,76,15034
4EUSHUNQ/,2023-11-22,germany,VfB Stuttgart,Borussia Monchengladbach,D1,69,7416
Cj2oLfrM/,2023-11-22,france,AC Ajaccio,Marseille,F1,33,29761
KrYBuGUD/,2023-11-22,spain,Real Valladolid,Osasuna,SP1,33,5943
0pGbC8ol/,2023-11-23,germany,Nurnberg,VfL Wolfsburg,D1,56,16394
0YHxRGFK/,2023-11-23,spain,Atletico Madrid,Getafe,SP1,95,28832
6BpmfdRg/,2023-11-23,italy,Napoli,Parma,I1,27,19879
6DNKZgcF/,2023-11-23,france,Stade Rennes,Bordeaux,F1,101,14304
6JChlxAK/,2023-11-23,england,Stoke City,Sunderland,E0,28,19403
8ULI7p0J/,2023-11-23,germany,Hertha Berlin,Bayer Leverkusen,D1,103,29023
A77CKEhl/,2023-11-23,spain,Barcelona,Granada,SP1,85,29027
ARsMEhLk/,2023-11-23,france,Lyon,Valenciennes,F1,28,24884
CdDlkIfE/,2023-11-23,england,Newcastle,Norwich City,E0,79,14248
CjOGzzr9/,2023-11-23,france,Stade de Reims,Paris Saint-Germain,F1,56,19599
CloqexCm/,2023-11-23,italy,AC Milan,Genoa,I1,41,21818
EmK2BS0f/,2023-11-23,germany,FC Augsburg,TSG Hoffenheim,D1,66,25389
f5rrWRP8/,2023-11-23,england,Fulham,Swansea,E0,108,587
fLr4s6y8/,2023-11-23,england,Hull,Crystal Palace,E0,35,3988
GUq0rnM1/,2023-11-23,england,Everton,Liverpool,E0,108,2688
h44C0blQ/,2023-11-23,italy,Hellas Verona,Chievo Verona,I1,43,27929
IisQDCzd/,2023-11-23,france,Montpellier,Guingamp,F1,90,21059
IwfTGWiD/,2023-11-23,spain,Almeria,Real Madrid,SP1,96,10768
lvGHrGXs/,2023-11-23,england,West Ham,Chelsea,E0,21,10565
neudqS6e/,2023-11-23,england,Arsenal,Southampton,E0,44,14315
nwzOIA8K/,2023-11-23,germany,Borussia Dortmund,Bayern Munich,D1,30,22076
p4MOYDCL/,2023-11-23,france,Sochaux,Bastia,F1,23,26717
Qg6kKEcS/,2023-11-23,france,Evian Thonon Gaillard,Lorient,F1,48,18931
UwNE8QpD/,2023-11-23,germany,Eintracht Frankfurt,Schalke 04,D1,114,8818
vmePHCx7/,2023-11-23,spain,Real Sociedad,Celta Vigo,SP1,78,1544
z38B96V6/,2023-11-23,germany,TSV Eintracht Braunschweig,SC Freiburg,D1,26,944
6NGfDlWs/,2023-11-24,germany,Werder Bremen,Mainz,D1,58,2723
bg9pjbu8/,2023-11-24,england,Manchester City,Tottenham,E0,72,28776
bmKCyGS2/,2023-11-24,france,Nice,St Etienne,F1,45,28802
dC97AnG0/,2023-11-24,germany,Hamburg SV,Hannover 96,D1,43,11581
drtUCWk2/,2023-11-24,france,Nantes,AS Monaco,F1,84,26515
ED581vZJ/,2023-11-24,italy,Bologna,Internazionale,I1,29,23507
fod3jEQI/,2023-11-24,italy,Torino,Catania,I1,44,11543
GEqvX7A2/,2023-11-24,england,Cardiff,Manchester Utd,E0,84,23608
hWdHJY7f/,2023-11-24,spain,Sevilla,Real Betis,SP1,56,15388
nLhehzd6/,2023-11-24,italy,Sampdoria,Lazio,I1,24,8335
QBiaifBC/,2023-11-24,italy,Sassuolo,Atalanta,I1,73,18143
rcNXRd0E/,2023-11-24,spain,Elche,Valencia,SP1,117,16718
vPGtQzVQ/,2023-11-24,spain,Levante,Villarreal,SP1,76,19697
WMeLIhN0/,2023-11-24,spain,Rayo Vallecano,Espanyol,SP1,73,633
WzqIFY5q/,2023-11-24,france,Lille,Toulouse,F1,57,1473
YcnudIds/,2023-11-24,italy,Livorno,Juventus,I1,107,12918
Yye7kYuP/,2023-11-24,italy,Udinese,Fiorentina,I1,88,5031
4d3jgGt0/,2023-11-25,italy,AS Roma,Cagliari,I1,62,12843
d438Lfwr/,2023-11-25,spain,Malaga,Athletic Bilbao,SP1,69,472
pABdmdPQ/,2023-11-25,england,West Brom,Aston Villa,E0,111,17403
hAe8QkK1/,2023-11-29,france,Marseille,Montpellier,F1,25,23339
hK6qeSXA/,2023-11-29,germany,VfL Wolfsburg,Hamburg SV,D1,72,29420
S8yKwfaQ/,2023-11-29,spain,Getafe,Levante,SP1,111,3402
UHNoZD7s/,2023-11-29,spain,Villarreal,Malaga,SP1,60,16888
0GO6UkMC/,2023-11-30,spain,Celta Vigo,Almeria,SP1,46,27356
4EChpT8n/,2023-11-30,england,West Ham,Fulham,E0,78,10575
6oROk2i5/,2023-11-30,italy,Genoa,Torino,I1,98,29090
Ao63RV4e/,2023-11-30,france,Lorient,Nice,F1,105,24798
AyBOajJu/,2023-11-30,germany,Bayern Munich,TSV Eintracht Braunschweig,D1,66,9784
b7nbmDRE/,2023-11-30,france,Toulouse,Sochaux,F1,118,22824
bB2aSBkk/,2023-11-30,france,Guingamp,Nantes,F1,42,17248
bH9ig62N/,2023-11-30,germany,TSG Hoffenheim,Werder Bremen,D1,99,20438
CtwmVouF/,2023-11-30,england,Cardiff,Arsenal,E0,34,21919
dA6xvhnD/,2023-11-30,england,Newcastle,West Brom,E0,110,20822
dhDzcl3b/,2023-11-30,germany,Bayer Leverkusen,Nurnberg,D1,23,24419
IiZ1VV66/,2023-11-30,spain,Espanyol,Real Sociedad,SP1,23,29146
KGmflgC8/,2023-11-30,france,St Etienne,Stade de Reims,F1,104,8488
OvFSbAYo/,2023-11-30,germany,Schalke 04,VfB Stuttgart,D1,118,23817
pQaK2yPD/,2023-11-30,england,Norwich City,Crystal Palace,E0,60,24589
rkoOmpQp/,2023-11-30,germany,Hertha Berlin,FC Augsburg,D1,45,17782
SUELszml/,2023-11-30,england,Aston Villa,Sunderland,E0,22,3954
ttadhQHT/,2023-11-30,germany,Mainz,Borussia Dortmund,D1,84,7516
tWy3nXtL/,2023-11-30,france,Valenciennes,Lille,F1,85,2990
v7NAT9yJ/,2023-11-30,spain,Real Madrid,Real Valladolid,SP1,87,9979
W0fCP9Z7/,2023-11-30,france,AS Monaco,Stade Rennes,F1,37,17733
YoxGvzpK/,2023-11-30,spain,Elche,Atletico Madrid,SP1,100,9833
zeITuEH0/,2023-11-30,england,Everton,Stoke City,E0,22,28122
